"time","enappsys_radiation_national_history.mean_d-1","enappsys_radiation_national_history.mean_d-3","enappsys_radiation_national_history.mean_d-5","enappsys_radiation_national_history.mean_latest"
"2021-08-05T07:00:00.000Z","84.52","132.97","119.16","269.84"
"2021-08-05T08:00:00.000Z","124.64","131.64","316.92","346.66"
"2021-08-05T09:00:00.000Z","181.5","135.77","415.8","411.03"
"2021-08-05T10:00:00.000Z","244.03","150.07","453.32","473.47"
"2021-08-05T11:00:00.000Z","296.77","173.21","528.35","530.64"
"2021-08-05T12:00:00.000Z","325.59","211.59","565.87","572.54"
"2021-08-05T13:00:00.000Z","529.52","455.13","543.69","764.59"
"2021-08-05T14:00:00.000Z","542.08","499.93","499.35","710.33"
"2021-08-05T15:00:00.000Z","543.86","517.1","477.18","628.11"
"2021-08-05T16:00:00.000Z","528.26","505.44","448.98","543.26"
"2021-08-05T17:00:00.000Z","493.26","474.31","392.59","467.25"
"2021-08-05T18:00:00.000Z","444.21","427.43","364.39","406.09"
"2021-08-05T19:00:00.000Z","60.54","54.37","276.63","44.34"
"2021-08-05T20:00:00.000Z","30.88","27.52","101.1","22.8"
"2021-08-05T21:00:00.000Z","20.59","18.35","13.34","15.2"
"2021-08-05T22:00:00.000Z","15.44","13.76","11.68","11.4"
"2021-08-05T23:00:00.000Z","12.35","11.01","8.34","9.12"
"2021-08-06T00:00:00.000Z","10.29","9.17","6.67","7.6"
"2021-08-06T01:00:00.000Z","0","0","5","0"
"2021-08-06T02:00:00.000Z","0","0","1.67","0"
"2021-08-06T03:00:00.000Z","0","0","0","0"
"2021-08-06T04:00:00.000Z","0","0","5.43","0"
"2021-08-06T05:00:00.000Z","3.58","1.5","16.3","1.02"
"2021-08-06T06:00:00.000Z","24.4","11.47","21.82","8.4"
"2021-08-06T07:00:00.000Z","280.79","101.95","121.74","111.67"
"2021-08-06T08:00:00.000Z","358.58","113.18","321.56","149.85"
"2021-08-06T09:00:00.000Z","429.3","123.07","421.47","199.64"
"2021-08-06T10:00:00.000Z","494.39","153.27","460.28","252.29"
"2021-08-06T11:00:00.000Z","549.63","183.82","537.89","314.14"
"2021-08-06T12:00:00.000Z","591.8","223.59","576.69","368.48"
"2021-08-06T13:00:00.000Z","713.95","471.21","577.7","673.56"
"2021-08-06T14:00:00.000Z","661.11","476.21","579.7","673.28"
"2021-08-06T15:00:00.000Z","592.46","456.65","580.7","648.02"
"2021-08-06T16:00:00.000Z","530.44","433.36","547.64","610.29"
"2021-08-06T17:00:00.000Z","478.21","404.42","481.52","558.63"
"2021-08-06T18:00:00.000Z","422.47","366.64","448.46","498.11"
"2021-08-06T19:00:00.000Z","39.49","50.66","340.12","58.16"
"2021-08-06T20:00:00.000Z","20.11","25.55","123.44","29.7"
"2021-08-06T21:00:00.000Z","13.41","17.03","15.1","19.8"
"2021-08-06T22:00:00.000Z","10.05","12.78","13.21","14.85"
"2021-08-06T23:00:00.000Z","8.04","10.22","9.44","11.88"
"2021-08-07T00:00:00.000Z","6.7","8.51","7.55","9.9"
"2021-08-07T01:00:00.000Z","0","0","5.66","0"
"2021-08-07T02:00:00.000Z","0","0","1.89","0"
"2021-08-07T03:00:00.000Z","0","0","0","0"
"2021-08-07T04:00:00.000Z","0","0","5.25","0"
"2021-08-07T05:00:00.000Z","0.77","2.27","15.74","3.21"
"2021-08-07T06:00:00.000Z","6.78","19.61","14.65","22.11"
"2021-08-07T07:00:00.000Z","68.47","246.61","101.82","262.25"
"2021-08-07T08:00:00.000Z","107.66","321.78","276.15","342.75"
"2021-08-07T09:00:00.000Z","162.43","380.41","363.32","408.86"
"2021-08-07T10:00:00.000Z","227.07","440.25","396.88","476.76"
"2021-08-07T11:00:00.000Z","289.03","488.65","464","533.33"
"2021-08-07T12:00:00.000Z","347.18","525.16","497.56","573.44"
"2021-08-07T13:00:00.000Z","664.7","754.12","517.41","761.85"
"2021-08-07T14:00:00.000Z","641.44","739.02","557.11","691.25"
"2021-08-07T15:00:00.000Z","606.84","699.86","576.96","613.81"
"2021-08-07T16:00:00.000Z","564.63","648.63","541.82","544.1"
"2021-08-07T17:00:00.000Z","507.14","586.93","471.54","487.06"
"2021-08-07T18:00:00.000Z","444.94","520.14","436.4","428.6"
"2021-08-07T19:00:00.000Z","39","48.7","330.5","40.65"
"2021-08-07T20:00:00.000Z","19.78","24.49","118.7","20.73"
"2021-08-07T21:00:00.000Z","13.19","16.32","12.8","13.82"
"2021-08-07T22:00:00.000Z","9.89","12.24","11.2","10.37"
"2021-08-07T23:00:00.000Z","7.91","9.79","8","8.29"
"2021-08-08T00:00:00.000Z","6.59","8.17","6.4","6.91"
"2021-08-08T01:00:00.000Z","0","0","4.8","0"
"2021-08-08T02:00:00.000Z","0","0","1.6","0"
"2021-08-08T03:00:00.000Z","0","0","0","0"
"2021-08-08T04:00:00.000Z","0","0","3.65","0"
"2021-08-08T05:00:00.000Z","2.69","2.38","10.94","1.6"
"2021-08-08T06:00:00.000Z","17.89","20.11","18.98","10.37"
"2021-08-08T07:00:00.000Z","238.46","248.66","108.66","107.81"
"2021-08-08T08:00:00.000Z","310.44","321.28","288.03","153.43"
"2021-08-08T09:00:00.000Z","375.52","389.4","377.72","215.11"
"2021-08-08T10:00:00.000Z","422.92","444.37","408.29","293.36"
"2021-08-08T11:00:00.000Z","443.75","480.25","469.44","362.36"
"2021-08-08T12:00:00.000Z","445.98","511.06","500.01","398.4"
"2021-08-08T13:00:00.000Z","339.15","675.83","526.91","642.63"
"2021-08-08T14:00:00.000Z","316.34","646.11","580.72","644.95"
"2021-08-08T15:00:00.000Z","282.34","599.53","607.62","619.13"
"2021-08-08T16:00:00.000Z","258.59","554.26","564.29","576.72"
"2021-08-08T17:00:00.000Z","244.81","500.67","477.64","521.67"
"2021-08-08T18:00:00.000Z","227.17","443.89","434.3","458.37"
"2021-08-08T19:00:00.000Z","43.42","44.3","328.97","32.77"
"2021-08-08T20:00:00.000Z","21.93","22.23","118.3","16.59"
"2021-08-08T21:00:00.000Z","14.62","14.82","12.96","11.06"
"2021-08-08T22:00:00.000Z","10.96","11.11","11.34","8.3"
"2021-08-08T23:00:00.000Z","8.77","8.89","8.1","6.64"
"2021-08-09T00:00:00.000Z","7.31","7.41","6.48","5.53"
"2021-08-09T01:00:00.000Z","0","0","4.86","0"
"2021-08-09T02:00:00.000Z","0","0","1.62","0"
"2021-08-09T03:00:00.000Z","0","0","0","0"
"2021-08-09T04:00:00.000Z","0","0","3.32","0"
"2021-08-09T05:00:00.000Z","2.28","2.36","9.96","1.93"
"2021-08-09T06:00:00.000Z","16.18","17.17","16.39","13.78"
"2021-08-09T07:00:00.000Z","233.07","219.69","98.67","162.46"
"2021-08-09T08:00:00.000Z","324.72","290.05","263.23","218.45"
"2021-08-09T09:00:00.000Z","400.87","361.69","345.51","269.32"
"2021-08-09T10:00:00.000Z","460.06","432.97","389.33","304.76"
"2021-08-09T11:00:00.000Z","497.57","492.65","476.97","327.63"
"2021-08-09T12:00:00.000Z","525.45","537.96","520.78","341.82"
"2021-08-09T13:00:00.000Z","639.73","732.82","528.78","444.07"
"2021-08-09T14:00:00.000Z","622.99","688.31","544.78","461.92"
"2021-08-09T15:00:00.000Z","600.39","619.99","552.78","471.47"
"2021-08-09T16:00:00.000Z","560.28","543.32","510.86","464.95"
"2021-08-09T17:00:00.000Z","511.96","466.5","427","436"
"2021-08-09T18:00:00.000Z","456.25","401.02","385.07","391.43"
"2021-08-09T19:00:00.000Z","47.45","20.94","291.12","45.78"
"2021-08-09T20:00:00.000Z","23.86","10.51","103.2","23.11"
"2021-08-09T21:00:00.000Z","15.91","7","9.25","15.41"
"2021-08-09T22:00:00.000Z","11.93","5.26","8.09","11.56"
"2021-08-09T23:00:00.000Z","9.55","4.2","5.78","9.24"
"2021-08-10T00:00:00.000Z","7.95","3.5","4.62","7.7"
"2021-08-10T01:00:00.000Z","0","0","3.46","0"
"2021-08-10T02:00:00.000Z","0","0","1.15","0"
"2021-08-10T03:00:00.000Z","0","0","0","0"
"2021-08-10T04:00:00.000Z","0","0","2.73","0"
"2021-08-10T05:00:00.000Z","2.56","1.91","8.18","2.47"
"2021-08-10T06:00:00.000Z","16.54","15.97","11.52","18.43"
"2021-08-10T07:00:00.000Z","214.78","226.8","80.78","233.74"
"2021-08-10T08:00:00.000Z","289.09","314.72","219.31","307.26"
"2021-08-10T09:00:00.000Z","356.13","392.81","288.57","383.6"
"2021-08-10T10:00:00.000Z","421.74","459.08","326.36","452.28"
"2021-08-10T11:00:00.000Z","482.59","513.59","401.95","494.1"
"2021-08-10T12:00:00.000Z","531.18","556.94","439.74","508.82"
"2021-08-10T13:00:00.000Z","741.37","760.61","477.79","578.22"
"2021-08-10T14:00:00.000Z","671.25","729.7","553.88","573.67"
"2021-08-10T15:00:00.000Z","590.7","685.81","591.92","564.19"
"2021-08-10T16:00:00.000Z","528.47","632.18","556.71","536.76"
"2021-08-10T17:00:00.000Z","474.42","572.18","486.3","496.78"
"2021-08-10T18:00:00.000Z","420.99","506.04","451.09","444.66"
"2021-08-10T19:00:00.000Z","40.25","39.69","341.13","48.59"
"2021-08-10T20:00:00.000Z","20.2","19.86","121.23","24.44"
"2021-08-10T21:00:00.000Z","13.47","13.24","11.28","16.29"
"2021-08-10T22:00:00.000Z","10.1","9.93","9.87","12.22"
"2021-08-10T23:00:00.000Z","8.08","7.95","7.05","9.78"
"2021-08-11T00:00:00.000Z","6.73","6.62","5.64","8.14"
"2021-08-11T01:00:00.000Z","0","0","4.23","0"
"2021-08-11T02:00:00.000Z","0","0","1.41","0"
"2021-08-11T03:00:00.000Z","0","0","0","0"
"2021-08-11T04:00:00.000Z","0","0","3.83","0"
"2021-08-11T05:00:00.000Z","2.38","2","11.49","2.55"
"2021-08-11T06:00:00.000Z","17.29","19.43","16.18","17.12"
"2021-08-11T07:00:00.000Z","224.4","257.92","111.61","203.43"
"2021-08-11T08:00:00.000Z","300.99","335.91","302.46","273.15"
"2021-08-11T09:00:00.000Z","380.74","406.13","397.89","321.24"
"2021-08-11T10:00:00.000Z","453.5","472.57","430.88","377.44"
"2021-08-11T11:00:00.000Z","511.39","526.72","496.87","442.64"
"2021-08-11T12:00:00.000Z","555.06","565.74","529.86","491.74"
"2021-08-11T13:00:00.000Z","761.06","743.13","511.38","761.23"
"2021-08-11T14:00:00.000Z","730.43","710.88","474.41","735.55"
"2021-08-11T15:00:00.000Z","685.21","671.37","455.93","696.17"
"2021-08-11T16:00:00.000Z","628.85","623.05","416.46","644.16"
"2021-08-11T17:00:00.000Z","564.17","564.18","337.54","582.21"
"2021-08-11T18:00:00.000Z","496.99","498.62","298.07","514.65"
"2021-08-11T19:00:00.000Z","40.52","36.69","225.09","45.11"
"2021-08-11T20:00:00.000Z","20.29","18.35","79.14","22.63"
"2021-08-11T21:00:00.000Z","13.53","12.23","6.16","15.09"
"2021-08-11T22:00:00.000Z","10.15","9.18","5.39","11.32"
"2021-08-11T23:00:00.000Z","8.12","7.34","3.85","9.05"
"2021-08-12T00:00:00.000Z","6.76","6.12","3.08","7.54"
"2021-08-12T01:00:00.000Z","0","0","2.31","0"
"2021-08-12T02:00:00.000Z","0","0","0.77","0"
"2021-08-12T03:00:00.000Z","0","0","0","0"
"2021-08-12T04:00:00.000Z","0","0","3.01","0"
"2021-08-12T05:00:00.000Z","2.04","1.71","9.03","2.25"
"2021-08-12T06:00:00.000Z","14.87","9.72","10.62","17.54"
"2021-08-12T07:00:00.000Z","190.43","135.77","56.28","240.42"
"2021-08-12T08:00:00.000Z","250.74","188.2","147.58","318.98"
"2021-08-12T09:00:00.000Z","309.75","232.4","193.23","392.69"
"2021-08-12T10:00:00.000Z","370.41","279.58","208.27","457.28"
"2021-08-12T11:00:00.000Z","421.08","345.78","238.34","505.16"
"2021-08-12T12:00:00.000Z","454.48","411.03","253.37","535.99"
"2021-08-12T13:00:00.000Z","617.2","737.71","275.43","643.15"
"2021-08-12T14:00:00.000Z","593.19","704.4","319.56","603.67"
"2021-08-12T15:00:00.000Z","570.43","661.4","341.62","554.78"
"2021-08-12T16:00:00.000Z","536.49","605.9","311.65","499.91"
"2021-08-12T17:00:00.000Z","489.65","540.35","251.69","440.02"
"2021-08-12T18:00:00.000Z","434.89","472.36","221.71","387.48"
"2021-08-12T19:00:00.000Z","36.43","28.13","166.6","35.9"
"2021-08-12T20:00:00.000Z","18.22","14.07","56.38","17.99"
"2021-08-12T21:00:00.000Z","12.15","9.38","1.27","11.99"
"2021-08-12T22:00:00.000Z","9.11","7.03","1.11","8.99"
"2021-08-12T23:00:00.000Z","7.29","5.63","0.79","7.19"
"2021-08-13T00:00:00.000Z","6.08","4.69","0.63","5.99"
"2021-08-13T01:00:00.000Z","0","0","0.48","0"
"2021-08-13T02:00:00.000Z","0","0","0.16","0"
"2021-08-13T03:00:00.000Z","0","0","0","0"
"2021-08-13T04:00:00.000Z","0","0","1.26","0"
"2021-08-13T05:00:00.000Z","1.53","1.32","3.77","2.03"
"2021-08-13T06:00:00.000Z","17.74","7.72","14.91","14.73"
"2021-08-13T07:00:00.000Z","242.12","94.15","104.44","175.34"
"2021-08-13T08:00:00.000Z","318.15","171.55","283.51","242.76"
"2021-08-13T09:00:00.000Z","391.79","239.44","373.05","313.87"
"2021-08-13T10:00:00.000Z","450.23","302.92","412.41","380.64"
"2021-08-13T11:00:00.000Z","488.91","356.12","491.14","438.26"
"2021-08-13T12:00:00.000Z","515.9","396.78","530.51","472.98"
"2021-08-13T13:00:00.000Z","600.24","500.76","533.44","619.9"
"2021-08-13T14:00:00.000Z","608.2","437.34","539.31","584.01"
"2021-08-13T15:00:00.000Z","599.72","400.57","542.25","552.31"
"2021-08-13T16:00:00.000Z","567.13","354.19","506.32","515.33"
"2021-08-13T17:00:00.000Z","515.18","307.52","434.45","469.45"
"2021-08-13T18:00:00.000Z","453.85","269.09","398.51","417.09"
"2021-08-13T19:00:00.000Z","34.35","19.38","300.31","35.64"
"2021-08-13T20:00:00.000Z","17.18","9.69","103.9","17.83"
"2021-08-13T21:00:00.000Z","11.45","6.46","5.7","11.89"
"2021-08-13T22:00:00.000Z","8.59","4.85","4.99","8.92"
"2021-08-13T23:00:00.000Z","6.87","3.88","3.56","7.13"
"2021-08-14T00:00:00.000Z","5.73","3.23","2.85","5.94"
"2021-08-14T01:00:00.000Z","0","0","2.14","0"
"2021-08-14T02:00:00.000Z","0","0","0.71","0"
"2021-08-14T03:00:00.000Z","0","0","0","0"
"2021-08-14T04:00:00.000Z","0","0","2.3","0"
"2021-08-14T05:00:00.000Z","1.22","0.54","6.9","1.89"
"2021-08-14T06:00:00.000Z","10.31","6.62","5.1","18.7"
"2021-08-14T07:00:00.000Z","173.22","89.34","32.14","243.49"
"2021-08-14T08:00:00.000Z","270.25","117.54","86.22","320.71"
"2021-08-14T09:00:00.000Z","357.91","138.14","113.26","387.2"
"2021-08-14T10:00:00.000Z","433.8","150.34","139.75","441.75"
"2021-08-14T11:00:00.000Z","493.71","170.47","192.72","471.45"
"2021-08-14T12:00:00.000Z","537.7","193.07","219.21","494.62"
"2021-08-14T13:00:00.000Z","730.03","339","263.77","734.66"
"2021-08-14T14:00:00.000Z","685.64","385.04","352.88","706.93"
"2021-08-14T15:00:00.000Z","640.47","380.93","397.44","671.16"
"2021-08-14T16:00:00.000Z","586","368.86","371.52","618.26"
"2021-08-14T17:00:00.000Z","528.13","343.84","319.67","555.68"
"2021-08-14T18:00:00.000Z","466.28","310.18","293.74","488.32"
"2021-08-14T19:00:00.000Z","32.56","25.75","221.78","33.23"
"2021-08-14T20:00:00.000Z","16.28","12.87","77.85","16.62"
"2021-08-14T21:00:00.000Z","10.85","8.58","5.89","11.08"
"2021-08-14T22:00:00.000Z","8.14","6.44","5.15","8.31"
"2021-08-14T23:00:00.000Z","6.51","5.15","3.68","6.65"
"2021-08-15T00:00:00.000Z","5.43","4.29","2.94","5.54"
"2021-08-15T01:00:00.000Z","0","0","2.21","0"
"2021-08-15T02:00:00.000Z","0","0","0.74","0"
"2021-08-15T03:00:00.000Z","0","0","0","0"
"2021-08-15T04:00:00.000Z","0","0","3.14","0"
"2021-08-15T05:00:00.000Z","0.76","1","9.44","1.43"
"2021-08-15T06:00:00.000Z","6.82","4.94","8.94","14.18"
"2021-08-15T07:00:00.000Z","122.6","67.52","70.37","210.81"
"2021-08-15T08:00:00.000Z","181","90.13","193.24","297.89"
"2021-08-15T09:00:00.000Z","228.08","117.82","254.67","377.45"
"2021-08-15T10:00:00.000Z","267.67","155.7","283.08","444.43"
"2021-08-15T11:00:00.000Z","294.11","194.09","339.9","499.12"
"2021-08-15T12:00:00.000Z","293.09","228.81","368.32","537.2"
"2021-08-15T13:00:00.000Z","194.62","534.3","397.38","700.36"
"2021-08-15T14:00:00.000Z","214.26","516.29","455.51","659.61"
"2021-08-15T15:00:00.000Z","238.22","485.07","484.58","615.23"
"2021-08-15T16:00:00.000Z","248.36","451.61","449.02","568.59"
"2021-08-15T17:00:00.000Z","252.55","416.87","377.89","512.37"
"2021-08-15T18:00:00.000Z","230.61","370.41","342.32","452.2"
"2021-08-15T19:00:00.000Z","22.61","23.76","257.75","31.42"
"2021-08-15T20:00:00.000Z","11.3","11.88","88.62","15.71"
"2021-08-15T21:00:00.000Z","7.54","7.92","4.05","10.48"
"2021-08-15T22:00:00.000Z","5.65","5.94","3.54","7.86"
"2021-08-15T23:00:00.000Z","4.52","4.75","2.53","6.29"
"2021-08-16T00:00:00.000Z","3.77","3.96","2.02","5.24"
"2021-08-16T01:00:00.000Z","0","0","1.52","0"
"2021-08-16T02:00:00.000Z","0","0","0.51","0"
"2021-08-16T03:00:00.000Z","0","0","0","0"
"2021-08-16T04:00:00.000Z","0","0","3.29","0"
"2021-08-16T05:00:00.000Z","0.88","0.51","9.88","0.71"
"2021-08-16T06:00:00.000Z","10.74","3.87","15.05","6.05"
"2021-08-16T07:00:00.000Z","148.15","59.27","107.58","66.05"
"2021-08-16T08:00:00.000Z","202.4","86.79","292.65","118.51"
"2021-08-16T09:00:00.000Z","237.19","111.77","385.19","173.71"
"2021-08-16T10:00:00.000Z","264.79","134.41","420.37","235.53"
"2021-08-16T11:00:00.000Z","272.57","158.62","490.73","257.97"
"2021-08-16T12:00:00.000Z","270.79","186.41","525.91","257.05"
"2021-08-16T13:00:00.000Z","197.47","326.91","529.72","315.2"
"2021-08-16T14:00:00.000Z","155.44","316.55","537.35","333.61"
"2021-08-16T15:00:00.000Z","124.14","304.12","541.16","350.73"
"2021-08-16T16:00:00.000Z","102.39","283.12","498.74","348.17"
"2021-08-16T17:00:00.000Z","88.16","254.34","413.89","335.83"
"2021-08-16T18:00:00.000Z","79.42","223.58","371.46","303.06"
"2021-08-16T19:00:00.000Z","11.47","13.29","279.88","25.22"
"2021-08-16T20:00:00.000Z","5.73","6.64","96.72","12.61"
"2021-08-16T21:00:00.000Z","3.82","4.43","5.14","8.41"
"2021-08-16T22:00:00.000Z","2.87","3.32","4.5","6.31"
"2021-08-16T23:00:00.000Z","2.29","2.66","3.21","5.05"
"2021-08-17T00:00:00.000Z","1.91","2.21","2.57","4.21"
"2021-08-17T01:00:00.000Z","0","0","1.93","0"
"2021-08-17T02:00:00.000Z","0","0","0.64","0"
"2021-08-17T03:00:00.000Z","0","0","0","0"
"2021-08-17T04:00:00.000Z","0","0","2.81","0"
"2021-08-17T05:00:00.000Z","0.55","0.23","8.43","0.98"
"2021-08-17T06:00:00.000Z","7.81","8.16","7.75","10.88"
"2021-08-17T07:00:00.000Z","87.57","123.87","55.78","149.89"
"2021-08-17T08:00:00.000Z","132.29","170.32","151.84","192.08"
"2021-08-17T09:00:00.000Z","167.18","236.43","199.87","222.87"
"2021-08-17T10:00:00.000Z","205.61","307.79","232.92","242.74"
"2021-08-17T11:00:00.000Z","249.81","369.81","299.02","258.09"
"2021-08-17T12:00:00.000Z","286.32","413.15","332.06","262.13"
"2021-08-17T13:00:00.000Z","436.45","588.66","354.19","249.12"
"2021-08-17T14:00:00.000Z","433.19","562.2","398.43","227.11"
"2021-08-17T15:00:00.000Z","405.13","532.6","420.55","215.19"
"2021-08-17T16:00:00.000Z","387.84","488.97","383.4","196.83"
"2021-08-17T17:00:00.000Z","354.19","441.15","309.11","182.53"
"2021-08-17T18:00:00.000Z","313.63","388.45","271.97","163.32"
"2021-08-17T19:00:00.000Z","20.05","19.65","204.53","12.75"
"2021-08-17T20:00:00.000Z","10.02","9.82","69.65","6.37"
"2021-08-17T21:00:00.000Z","6.68","6.55","2.21","4.25"
"2021-08-17T22:00:00.000Z","5.01","4.91","1.93","3.19"
"2021-08-17T23:00:00.000Z","4.01","3.93","1.38","2.55"
"2021-08-18T00:00:00.000Z","3.34","3.27","1.1","2.12"
"2021-08-18T01:00:00.000Z","0","0","0.83","0"
"2021-08-18T02:00:00.000Z","0","0","0.28","0"
"2021-08-18T03:00:00.000Z","0","0","0","0"
"2021-08-18T04:00:00.000Z","0","0","2.7","0"
"2021-08-18T05:00:00.000Z","0.37","0.8","8.12","0.57"
"2021-08-18T06:00:00.000Z","3.07","13.73","6.27","4.25"
"2021-08-18T07:00:00.000Z","47.42","219.41","58.24","60.54"
"2021-08-18T08:00:00.000Z","63.06","293.96","162.17","80.63"
"2021-08-18T09:00:00.000Z","79.76","364.06","214.14","102.55"
"2021-08-18T10:00:00.000Z","99.07","424.7","240.88","137.51"
"2021-08-18T11:00:00.000Z","120.29","472.43","294.37","178.93"
"2021-08-18T12:00:00.000Z","140.25","504.67","321.11","220.31"
"2021-08-18T13:00:00.000Z","264.13","573.8","320.58","526.88"
"2021-08-18T14:00:00.000Z","270.98","519.77","319.53","487.53"
"2021-08-18T15:00:00.000Z","262.34","468.16","319.01","457.22"
"2021-08-18T16:00:00.000Z","245.76","412.57","299.82","422"
"2021-08-18T17:00:00.000Z","224.1","360.86","261.45","379.97"
"2021-08-18T18:00:00.000Z","198.75","314.12","242.26","332.32"
"2021-08-18T19:00:00.000Z","11.76","13.81","182.45","13.13"
"2021-08-18T20:00:00.000Z","5.88","6.91","62.83","6.56"
"2021-08-18T21:00:00.000Z","3.92","4.6","3.01","4.38"
"2021-08-18T22:00:00.000Z","2.94","3.45","2.64","3.29"
"2021-08-18T23:00:00.000Z","2.35","2.76","1.89","2.63"
"2021-08-19T00:00:00.000Z","1.96","2.3","1.51","2.19"
"2021-08-19T01:00:00.000Z","0","0","1.13","0"
"2021-08-19T02:00:00.000Z","0","0","0.38","0"
"2021-08-19T03:00:00.000Z","0","0","0","0"
"2021-08-19T04:00:00.000Z","0","0","0.75","0"
"2021-08-19T05:00:00.000Z","0.5","0.36","2.26","0.29"
"2021-08-19T06:00:00.000Z","10.73","7.17","9.49","3.17"
"2021-08-19T07:00:00.000Z","178.77","105.67","84.88","39.49"
"2021-08-19T08:00:00.000Z","244.67","138.07","235.65","53.29"
"2021-08-19T09:00:00.000Z","303.78","180.61","311.04","68.02"
"2021-08-19T10:00:00.000Z","349.2","228.75","355.36","82.07"
"2021-08-19T11:00:00.000Z","390.53","272.55","444","94.34"
"2021-08-19T12:00:00.000Z","420.59","306.1","488.31","106.76"
"2021-08-19T13:00:00.000Z","533.09","524.96","529.06","179.52"
"2021-08-19T14:00:00.000Z","504.16","507.54","610.56","165.46"
"2021-08-19T15:00:00.000Z","468.24","482.3","651.31","161.73"
"2021-08-19T16:00:00.000Z","433.46","446.78","605.09","148.41"
"2021-08-19T17:00:00.000Z","393.81","400.57","512.65","133.04"
"2021-08-19T18:00:00.000Z","348.28","349.32","466.43","117.37"
"2021-08-19T19:00:00.000Z","19.03","13.6","350.97","8.61"
"2021-08-19T20:00:00.000Z","9.51","6.8","120.03","4.3"
"2021-08-19T21:00:00.000Z","6.35","4.54","4.57","2.87"
"2021-08-19T22:00:00.000Z","4.76","3.4","4","2.15"
"2021-08-19T23:00:00.000Z","3.81","2.72","2.86","1.72"
"2021-08-20T00:00:00.000Z","3.17","2.27","2.28","1.43"
"2021-08-20T01:00:00.000Z","0","0","1.71","0"
"2021-08-20T02:00:00.000Z","0","0","0.57","0"
"2021-08-20T03:00:00.000Z","0","0","0","0"
"2021-08-20T04:00:00.000Z","0","0","2.96","0"
"2021-08-20T05:00:00.000Z","0.75","0.31","8.88","0.47"
"2021-08-20T06:00:00.000Z","11.15","8.87","11.62","8.81"
"2021-08-20T07:00:00.000Z","175.31","144.62","94.69","153.29"
"2021-08-20T08:00:00.000Z","248.16","209.28","260.84","193.57"
"2021-08-20T09:00:00.000Z","320.22","281.22","343.92","244.3"
"2021-08-20T10:00:00.000Z","382.86","354.01","376.25","305.57"
"2021-08-20T11:00:00.000Z","432.86","418.52","440.91","368.72"
"2021-08-20T12:00:00.000Z","466.19","465.15","473.24","408.53"
"2021-08-20T13:00:00.000Z","599.9","644.25","486.1","554.37"
"2021-08-20T14:00:00.000Z","551.63","616.79","511.83","540.16"
"2021-08-20T15:00:00.000Z","501.35","572.59","524.69","513.9"
"2021-08-20T16:00:00.000Z","447.08","530.58","490.8","476.87"
"2021-08-20T17:00:00.000Z","390.68","478.19","423.01","431.04"
"2021-08-20T18:00:00.000Z","337.25","419.44","389.12","377.69"
"2021-08-20T19:00:00.000Z","10.91","15.09","292.81","16.83"
"2021-08-20T20:00:00.000Z","5.46","7.55","100.19","8.41"
"2021-08-20T21:00:00.000Z","3.63","5.03","3.88","5.61"
"2021-08-20T22:00:00.000Z","2.73","3.77","3.39","4.21"
"2021-08-20T23:00:00.000Z","2.18","3.02","2.42","3.36"
"2021-08-21T00:00:00.000Z","1.82","2.52","1.94","2.81"
"2021-08-21T01:00:00.000Z","0","0","1.45","0"
"2021-08-21T02:00:00.000Z","0","0","0.49","0"
"2021-08-21T03:00:00.000Z","0","0","0","0"
"2021-08-21T04:00:00.000Z","0","0","2.05","0"
"2021-08-21T05:00:00.000Z","0.51","0.52","6.15","0.66"
"2021-08-21T06:00:00.000Z","9.56","11.88","6.33","9.9"
"2021-08-21T07:00:00.000Z","161.31","214.37","56.1","163.38"
"2021-08-21T08:00:00.000Z","215","294.65","155.65","233.44"
"2021-08-21T09:00:00.000Z","268.04","372.74","205.42","295.67"
"2021-08-21T10:00:00.000Z","319.79","440.5","223.91","345.87"
"2021-08-21T11:00:00.000Z","367.46","495.54","260.87","391.55"
"2021-08-21T12:00:00.000Z","403.64","535.44","279.35","429.81"
"2021-08-21T13:00:00.000Z","540.17","727.45","269.71","504.02"
"2021-08-21T14:00:00.000Z","499.85","694.6","250.45","444.02"
"2021-08-21T15:00:00.000Z","458.82","644.12","240.81","403.38"
"2021-08-21T16:00:00.000Z","418.77","585","221.49","366.88"
"2021-08-21T17:00:00.000Z","374.96","521.34","182.83","322.96"
"2021-08-21T18:00:00.000Z","326.37","454.33","163.5","279.85"
"2021-08-21T19:00:00.000Z","12.12","13.15","123.01","9.96"
"2021-08-21T20:00:00.000Z","6.06","6.58","42.04","4.98"
"2021-08-21T21:00:00.000Z","4.04","4.38","1.55","3.32"
"2021-08-21T22:00:00.000Z","3.03","3.29","1.35","2.49"
"2021-08-21T23:00:00.000Z","2.42","2.63","0.96","1.99"
"2021-08-22T00:00:00.000Z","2.02","2.19","0.77","1.66"
"2021-08-22T01:00:00.000Z","0","0","0.58","0"
"2021-08-22T02:00:00.000Z","0","0","0.19","0"
"2021-08-22T03:00:00.000Z","0","0","0","0"
"2021-08-22T04:00:00.000Z","0","0","2.39","0"
"2021-08-22T05:00:00.000Z","0.33","0.43","7.16","0.29"
"2021-08-22T06:00:00.000Z","11.47","9.88","5.9","7.8"
"2021-08-22T07:00:00.000Z","202.2","169","65.24","113.24"
"2021-08-22T08:00:00.000Z","274.99","239.24","183.92","152.09"
"2021-08-22T09:00:00.000Z","341.77","311.03","243.25","195.92"
